xcoord,ycoord,cases,distw1,elevation1,calcium1,pH1,swater1,rainfall1,evi1
382525.1308,-116051.6172,1,0.276165634,155.6488953,7.590805531,65.88249207,24.93115807,1.994826913,2266.495117
382525.1308,-276051.6172,1,0.265120327,179.8946228,9.901246071,62.0486145,25.44162369,1.781627774,2547.453125
402525.1308,-96051.6172,1,0.317438275,171.4937592,7.665930748,64.63619232,23.68757439,2.23834157,2680.953613
402525.1308,-116051.6172,1,0.397996247,187.6511993,12.08327579,63.10804749,23.60810661,2.424692869,3210.995605
422525.1308,-36051.6172,1,0.270309776,169.6221008,8.349845886,67.09942627,21.60120201,1.786097646,2228.528076
542525.1308,-396051.6172,3,0.421426028,185.5206451,15.84364319,77.31978607,24.4245739,2.955780745,3301.98584
542525.1308,-416051.6172,3,0.282467246,196.3338928,6.605996132,62.52901077,25.79217911,2.85270524,3328.558594
542525.1308,-436051.6172,1,0.215757251,181.0912628,7.517253399,62.12412262,24.88287926,3.083491802,3196.895752
562525.1308,-416051.6172,2,0.179296657,177.134964,4.701757908,59.32920456,25.3458519,3.496486187,3734.456543
562196.5764,-435789.1092,11,0.046197928,112.9326706,5.794240475,61.47634506,24.16613388,3.84924531,3708.347656
561649.6443,-456062.4027,1,0.028301233,161.6569519,10.80824947,63.51887131,21.19092369,3.539229393,3316.436279
555095.4009,-489638.9318,1,0.009365145,133.6358795,9.040299416,58.68756485,24.75976181,4.299515247,4100.724609
582391.4307,-415934.3164,1,0.128736824,133.9884644,9.351755142,65.20555878,17.4264183,3.622597694,2931.36084
579441.3946,-434257.6981,16,0.004529672,178.4493408,4.353635311,62.49020386,23.90108681,4.059811592,4000.039795
574745.9201,-449317.7498,1,0.049046449,153.3227844,,,,3.829797029,1890.202515
596285.0774,-393980.5256,2,0.185340658,143.7666473,4.553456783,66.30541992,24.63091087,3.61920166,3848.243164
566010.7713,-358855.4066,0,0.132920668,132.5189209,11.38863564,65.80499268,26.56155586,2.669784069,3764.646484
268433.8106,35085.76465,0,0.271253437,207.5655975,23.78940392,73.15740204,21.74723625,1.971742749,1971.993286
34757.58202,-113210.9126,0,0.25394538,204.8357086,6.107811928,56.31510925,25.35868073,4.267388344,4575.392578
40274.29584,-72664.78413,0,0.015767641,188.954483,4.867242336,54.10908508,23.47676277,5.466509819,4353.065918
120044.8162,45449.78067,0,0.140244782,248.4205627,22.50292397,57.43842697,27.0926075,4.401208878,4656.755859
340936.8016,-275291.5137,0,0.089561023,164.3071899,19.45923233,71.68623352,28.31917,1.447847843,1367.161133
92752.74098,-140800.7299,0,0.19040893,205.0105896,13.89643288,64.94551086,29.34414482,2.619954109,3093.584961
311482.447,29062.58167,0,0.395035505,204.7402802,22.23377609,64.42186737,25.41167068,2.655194998,2271.209961
367768.976,-280083.3457,0,0.142455786,184.624588,12.35643196,60.49537277,29.46751785,2.140028954,3420.498779
211572.0043,15546.10053,0,0.151121885,220.4415588,12.3955307,58.00848389,23.05020142,3.189450026,3362.462158
90678.06542,93769.43295,0,0.262635648,202.4078217,13.59179306,57.70988083,23.7210865,3.359623909,3093.045898
169600.085,-28644.5808,0,0.086985111,203.5890045,18.15654373,63.60533524,24.31051064,2.796333313,3290.276855
333123.7019,-199767.315,0,0.258697897,217.5350189,4.110431194,54.06790543,26.99740791,2.776876926,3628.049561
408645.2437,-104990.6293,0,0.397812873,181.1123962,7.913247585,65.41797638,23.503088,2.114241123,2790.732178
190762.0798,-8823.349636,0,0.155843288,200.3856506,12.25838184,56.12257385,26.7665863,3.703166008,4269.216797
136673.5062,-60.91431035,0,0.327004254,241.6391296,9.984482765,56.77908325,25.72167206,4.255232811,3761.679688
346857.7936,-117403.9319,0,0.153150231,175.0746155,8.68850708,62.70272827,23.53714943,1.991899967,2344.476318
372112.7832,-115324.6356,0,0.236374363,165.4826202,11.58466148,67.10330963,25.15782928,2.012014627,2064.193115
297068.9679,-5724.789475,0,0.300399452,187.2162933,14.06746483,55.78543854,23.63821983,3.559342861,4036.205566
294367.0884,-151909.0678,0,0.277760237,202.1376648,12.66887379,69.72169495,25.16068077,2.166417122,2439.530518
173017.7983,-59553.03801,0,0.153188944,237.3570557,15.90226746,68.20825958,28.06326675,2.635939121,3359.2854
271240.8382,-263447.4043,0,0.055844307,218.6081696,12.73164368,68.91716003,27.87396812,1.753689647,2322.230957
394649.0287,33025.46983,0,0.571167648,226.5158234,15.92045593,61.28701401,19.42187881,2.943621397,3201.04834
334693.0547,20988.22587,0,0.287828684,193.6615448,22.27259827,70.50796509,18.54358101,2.713109493,2345.402344
298414.0389,-272682.8171,0,0.017728768,192.9307404,30.01941872,73.59950256,28.13929749,1.302731872,1751.145996
423806.4677,-14889.97717,0,0.159260333,207.5001526,9.951413155,67.02552795,22.70891762,1.911440015,2082.969238
534065.8502,-407994.0463,0,0.388089985,198.8349457,8.996940613,66.74646759,28.11538506,2.553750992,3342.920166
100226.7692,54502.59645,0,0.219602808,232.6098328,14.07900715,61.16287994,25.73749542,3.796000719,3111.955566
430312.1764,-270171.8235,0,0.115354598,221.1565247,12.08959389,64.08174133,24.58296204,1.864141703,2561.73999
257748.6726,875.1540047,0,0.32550928,209.4766388,11.44765282,70.68869019,25.876894,2.368900299,2979.166748
87910.94149,114882.1103,0,0.139894828,217.1726074,8.427922249,56.30049515,24.70343208,3.969732523,4125.679688
180837.7898,16423.26185,0,0.042637803,176.8542175,21.49354744,66.74089813,24.97575188,2.799187422,2831.923828
110187.2771,97206.88054,0,0.270034283,247.5869141,9.568198204,56.6950264,25.85720825,4.06255579,3642.603516
333070.9331,42383.98417,0,0.476775378,175.6334686,18.1321888,67.35913086,21.17329216,2.132411718,2182.416992
148195.7376,-149946.8518,0,0.151314557,211.6049042,23.15187836,67.14329529,22.79172707,1.930444717,1973.13562
180628.4929,83920.16413,0,0.070367076,176.0136414,24.48056984,67.41090393,21.43754959,2.468553782,2331.655518
134221.5985,-150126.2615,0,0.121224329,205.0131836,17.13476753,67.43062592,27.86907196,2.219949722,2421.025146
415590.0592,-82685.18316,0,0.42860958,185.4874115,10.78240871,65.52169037,22.5898056,2.12824297,2412.963623
50468.39159,125754.6603,0,0.006562987,203.0426025,12.48023415,58.99213409,24.44929314,3.974817038,3514.524902
250619.2981,-64338.31465,0,0.147341773,253.3828583,3.890424252,51.77093887,26.42780876,4.83124733,4999.182617
154889.6535,-3378.102414,0,0.308858782,216.8304596,22.21270561,67.33682251,30.80730438,3.122929335,2947.810303
383418.2603,-146950.1687,0,0.54321456,186.7028961,6.152844429,63.87859726,25.19741249,2.577490568,2758.679199
165722.9749,-153036.2139,0,0.245937169,217.9756012,17.1240139,66.06256104,27.92240906,2.124675035,2438.462402
-4286.235216,-87066.72142,0,0.267556548,207.7528534,5.675353527,56.34621048,28.05764771,4.499741077,3804.026855
145161.1058,9902.163123,0,0.316046834,235.9853668,18.874506,66.17461395,23.29347992,3.430245876,2782.413818
171026.8713,-86319.18091,0,0.221828341,247.3791046,12.40186119,58.54378128,24.35878944,3.444047689,3769.247803
5892.854907,31092.81897,0,0.393527955,200.2584686,7.191305637,55.78269958,24.84568024,5.949625969,3928.829102
129506.9009,-80543.25436,0,0.47702378,251.2123108,7.928607941,51.43025208,25.00357056,4.377004147,4484.976563
615271.107,-368814.8936,0,0.023467725,124.6723709,7.303194523,64.66598511,24.72462273,3.792960405,3905.331299
206851.8682,-202875.5764,0,0.068460539,165.4076996,22.59677124,73.73635101,18.71328735,1.526319027,1716.728638
332854.8978,-113992.7066,0,0.102187045,171.3467865,8.939710617,64.29798889,21.8974514,2.201102495,2483.261963
143114.7097,-136962.7079,0,0.025628837,210.7392883,21.328125,68.9190979,24.48117065,2.004776955,2192.35083
-19753.14835,-54352.50621,0,0.012400172,177.3248291,18.85402298,65.42030334,22.39602852,3.597254992,2105.959229
125215.441,-3255.510854,0,0.303632319,254.5245361,8.243579865,55.06747437,24.89477539,4.291264057,3844.249756
-57856.36212,13105.57465,0,0.006376144,165.5570831,9.754044533,64.82341003,22.7391777,3.837230444,3036.028564
138231.4908,-38851.62824,0,0.304947197,250.3227844,11.61758137,56.22024536,26.32393265,4.308462143,4131.312988
209413.9797,-173985.3533,0,0.050991364,178.5345917,19.01029396,71.64877319,21.39070511,1.568427801,1561.22998
181067.8746,-139040.9301,0,0.080803014,217.4510803,17.2295723,66.27799988,27.57505798,2.247126341,2266.685791
108227.3178,129504.4021,0,0.332886755,238.2580261,6.0350914,55.07769012,27.2549057,4.708862782,3944.888672
103030.2012,-102471.2001,0,0.299061537,207.8979492,9.678886414,60.65401077,25.16814804,3.442374229,3556.235596
95442.93584,-63237.94675,0,0.429080546,199.9675446,12.60480976,57.3146019,28.02925301,4.985070705,5255.428223
564387.3452,-370123.2557,0,0.232919186,111.5325165,10.07068157,62.59025955,26.29703522,3.019882202,3595.577881
382953.8211,-97551.16054,0,0.158689693,153.2807007,7.952999115,64.390625,24.26566887,2.203753948,2528.519287
15233.74114,78885.82059,0,0.394812852,220.8654022,6.069813251,57.64638901,28.32402039,5.487858772,3735.241455
391656.8745,-126473.1412,0,0.397848904,207.5600739,4.588671207,59.42853165,24.62104988,2.285789251,3198.61377
214964.0349,-232949.0385,0,0.182942495,137.2271729,18.73958015,69.6282196,21,1.645578623,2301.875488
41972.83388,740.9444885,0,0.092781864,211.5315857,5.229800701,57.18761444,28.06701279,5.828657627,4395.662598
148278.8078,-62330.75804,0,0.290874541,249.79599,11.83217335,57.984478,28.6303215,3.476969004,3627.158936
373551.1498,62450.29278,0,0.538817763,159.032135,29.42053223,74.26583862,21.18745422,1.930577874,1548.84082
367284.2392,-87564.9604,0,0.004779682,180.9562988,10.36038303,66.9339447,22.49698639,2.501601934,2719.895508
230495.619,-33210.98026,0,0.160225108,223.8294525,21.75038719,58.79921722,22.40909386,4.099545479,2318.422607
171987.0321,-5982.445259,0,0.248222813,200.5372467,19.5464859,70.61081696,29.51027679,2.904236555,2554.619385
204613.8372,-245052.2683,0,0.212420598,139.9108734,22.57301331,71.28593445,21.00641632,1.712495804,1869.931763
126816.0607,73153.57248,0,0.033923451,184.8345032,10.69599915,66.89495087,26.07315826,3.316631794,2632.509033
25602.3492,46115.38038,0,0.424595058,201.5554352,10.04060936,55.85661697,26.84777832,6.469043732,3782.292969
407215.8344,-48343.77318,0,0.143344566,161.2466888,7.703359127,66.47644806,22.72166824,1.74537909,2077.459717
309880.5925,-243054.0683,0,0.047049373,214.1346283,21.36891174,70.67906952,24.84044647,1.494960308,1918.554443
346563.1191,-25288.87038,0,0.201780662,247.499054,7.351652145,57.3006897,22.70062637,4.509175777,4125.524414
-26550.15883,29261.52368,0,0.158347696,207.2085266,3.15267396,54.66223145,25.13137245,5.934630394,4201.635254
206391.1093,-169660.1568,0,0.048201647,200.1878052,18.94563293,71.98666382,19.50644493,1.562448621,1743.01709
426055.9288,-77108.75746,0,0.443600208,178.1508789,8.071951866,65.88479614,24.53300858,1.717164397,2516.727295
105904.6082,-132887.9059,0,0.064236328,207.2854919,15.73373413,64.90879059,28.03978157,2.464978933,2966.733887
163144.9811,95523.16187,0,0.166455284,190.5773163,24.59162521,76.34309387,18.33373451,2.486071348,1813.003418
244693.0754,-269870.8716,0,0.157582223,210.4423981,14.75571823,65.82461548,25.61556435,1.773281932,2473.154785
593738.9649,-371742.259,0,0.091513902,126.1350861,2.811944246,53.49326706,24.97293091,3.605978966,4428.157227
271798.1631,-244382.9725,0,0.001013578,221.0449219,17.79018021,69.58812714,24.46991539,1.782514691,2330.887207
573790.2849,-425850.802,0,0.062314183,173.0409698,6.877196312,58.36322403,26.0818634,3.83963871,4372.623047
96805.14091,-140698.2665,0,0.159453258,205.5643616,12.41078472,63.99964142,29.42834282,2.619954109,2955.749023
446134.9575,-75610.2148,0,0.486986965,178.5086212,17.15667725,66.4815979,23.70335197,1.865963936,2366.325439
261586.9226,-266233.9977,0,0.031894919,220.5016174,12.14747524,68.38014221,26.55070496,1.763028622,2232.090088
399060.0273,-308351.8493,0,0.23252067,188.8051453,8.803339005,61.2087059,25.08830643,1.891382813,2817.762207
-38672.78454,8953.074591,0,0.00357975,186.8691101,8.471893311,59.04753113,26.74278641,4.475893021,3653.856201
44611.33346,-62449.69706,0,0.001269106,187.522995,3.074239969,53.23959351,26.60925293,5.578761578,4483.458008
201971.3945,-239828.747,0,0.168940872,142.7546844,21.08771133,72.13483429,21.34028244,1.637052178,1999.584717
319411.4216,-276500.3517,0,0.015248476,169.6157837,15.91977882,71.84803009,27.84727287,1.363798976,1852.980835
